"source_path","destination_path","platform","source_commit","source_worktree_state","bytes","lines","sha256","imported_at"
"python_bcu/bcu_3m9b/cases.py","python_bcu/bcu_3m9b/cases.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","8825","114","ad83435521ba9a71a2ebfc0b575b3992e5938aab804eb726c7744bb3670271fe","2026-09-01T13:08:16.8922033Z"
"python_bcu/bcu_3m9b/config.py","python_bcu/bcu_3m9b/config.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","6423","166","5b55e1bd44d8a90f0fa6015e177c90d6c0ab689b030a4d78104216e7d81e8e82","2026-09-01T13:08:16.8922033Z"
"python_bcu/bcu_3m9b/cuep.py","python_bcu/bcu_3m9b/cuep.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","8247","193","b3440a38d2bc4922758e7175aa13990a40da49162fd9a1472c71194e4140b9ec","2026-09-01T13:08:16.8922033Z"
"python_bcu/bcu_3m9b/dynamics.py","python_bcu/bcu_3m9b/dynamics.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","10724","224","c7e1732fcc7781ffb22db5c7019c8d3a05d01c5e4a6062e26acde0a8f17e8a62","2026-09-01T13:08:16.8922033Z"
"python_bcu/bcu_3m9b/energy.py","python_bcu/bcu_3m9b/energy.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","7534","177","9311de42df0bbd6acbb792ed2bb287c97d22621182e9ac284671883b254308d8","2026-09-01T13:08:16.8922033Z"
"python_bcu/bcu_3m9b/equilibrium.py","python_bcu/bcu_3m9b/equilibrium.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","6175","151","0ef5364ad28b3968537f8afef29fd90b75b28c975cfeb5990c2cd7ff22a6a422","2026-09-01T13:08:16.8922033Z"
"python_bcu/bcu_3m9b/experiments.py","python_bcu/bcu_3m9b/experiments.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","35665","743","54bc2e7358ced11e7fa9125058f66b96d1771552972a71beac6100de01ebab7a","2026-09-01T13:08:16.8922033Z"
"python_bcu/bcu_3m9b/matlab_compat.py","python_bcu/bcu_3m9b/matlab_compat.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","6184","146","1eec0fa211a9be7734c9af443bcad660a8436ef34463bece7247573ebceeb24e","2026-09-01T13:08:16.8922033Z"
"python_bcu/bcu_3m9b/network.py","python_bcu/bcu_3m9b/network.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","6303","158","f2ca6ba6782fab56eb2bb8b30928072f6a6ab1b0ed372c111da8a53c7e5d37d9","2026-09-01T13:08:16.8922033Z"
"python_bcu/bcu_3m9b/numerics.py","python_bcu/bcu_3m9b/numerics.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","5288","134","6979992ed97fcaaed26e19c3c35a60d08063b31044678d46fbc92ccb8b54f308","2026-09-01T13:08:16.8922033Z"
"python_bcu/bcu_3m9b/plotting.py","python_bcu/bcu_3m9b/plotting.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","2332","73","d1c669ac8907d30f8fe0d9583080a74df925f08199c71c57e5e2661742309e07","2026-09-01T13:08:16.8922033Z"
"python_bcu/bcu_3m9b/powerflow.py","python_bcu/bcu_3m9b/powerflow.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","9154","222","cca32706104ea6c0c1168bd4e9e3e2d166b6b0d163d3d38c24797f507bf056ae","2026-09-01T13:08:16.8922033Z"
"python_bcu/bcu_3m9b/spm.py","python_bcu/bcu_3m9b/spm.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","7709","176","9e0ae007edf792862a3033b6d49081e9970f3641f9c1c36e659f12452d66890c","2026-09-01T13:08:16.8922033Z"
"python_bcu/bcu_3m9b/stability_region.py","python_bcu/bcu_3m9b/stability_region.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","2865","73","ba0ce61d62ea9b9e7d2544ebcb9ff8daf1f6ba1e29262280e061bfa69adf11e4","2026-09-01T13:08:16.8922033Z"
"python_bcu/bcu_3m9b/two_machine.py","python_bcu/bcu_3m9b/two_machine.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","6441","163","3640fa99c697d7b7f5f8635ec05f1d73e94f8c438a4c38be239e62571102a6da","2026-09-01T13:08:16.8922033Z"
"python_bcu/bcu_3m9b/types.py","python_bcu/bcu_3m9b/types.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","7744","252","7c4e8b5abb0faec56757412806601c88707864cc464109b99e9672b44ee977d8","2026-09-01T13:08:16.8922033Z"
"python_bcu/cli.py","python_bcu/cli.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","6955","189","bc4d44ad7a14f6ade396f439789dda5fe5b6c96548b63aa8bbea47367cd307b3","2026-09-01T13:08:16.8922033Z"
"python_bcu/config.yaml","python_bcu/config.yaml","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","2444","49","d7512e09518a90a5ac4388c26975a90608214791f314342ec90f8b318bafb0fb","2026-09-01T13:08:16.8922033Z"
"python_bcu/docs/MATLAB_PYTHON模块映射_CN.md","python_bcu/docs/MATLAB_PYTHON模块映射_CN.md","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","2769","35","b44a4d986fe1ca46d31e0e7fcae23ab5a3348be5f870d49ed8744bc912a746a0","2026-09-01T13:08:16.8922033Z"
"python_bcu/docs/PYTHON复写修改日志.md","python_bcu/docs/PYTHON复写修改日志.md","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","2495","48","c5d56ef26178ec8298535fb80d3cc097abadf0fc433e5561028982ca08acd421","2026-09-01T13:08:16.8922033Z"
"python_bcu/docs/PYTHON学习与运行指南_CN.md","python_bcu/docs/PYTHON学习与运行指南_CN.md","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","4161","93","03c0455adffd819ea93e33ee99bd50b90433f8ee7fab472c2331e019f7a014a6","2026-09-01T13:08:16.8922033Z"
"python_bcu/draw_plots.py","python_bcu/draw_plots.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","2063","57","9b348c0973029a05da202b8a3209dfbc70a32a75df4af965baf90e478e0aa39a","2026-09-01T13:08:16.8922033Z"
"python_bcu/main.py","python_bcu/main.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","10046","265","de3b164af7145a6631441947fe685a2c51d413fffeccd048f8d000a4396c6dee","2026-09-01T13:08:16.8922033Z"
"python_bcu/pyproject.toml","python_bcu/pyproject.toml","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","324","13","79083ba5c688510dde15a62de8011906777b05b5b7a5bce9feee8046bc3f1ff4","2026-09-01T13:08:16.8922033Z"
"python_bcu/README_CN.md","python_bcu/README_CN.md","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","3780","65","2c08d027a5948f688785d8d506f7c50161fa76dc2ad01633daeb34b60ceb89f2","2026-09-01T13:08:16.8922033Z"
"python_bcu/scripts/run_experiment.py","python_bcu/scripts/run_experiment.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","1665","43","735e44be1e60c670927a2bd42f34ab81c26dbd655020b12572d586a48b293166","2026-09-01T13:08:16.8922033Z"
"python_bcu/scripts/run_spm.py","python_bcu/scripts/run_spm.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","1469","42","c0804bf5e145dd1edcc7734c2561d74d08354afd6ad65de508b9cd71188bce77","2026-09-01T13:08:16.8922033Z"
"python_bcu/scripts/run_static.py","python_bcu/scripts/run_static.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","2359","48","a196e6ef4485742939bea14627a7ebd54f23d8e15033a0d1d7a4e5fa9ad58431","2026-09-01T13:08:16.8922033Z"
"python_bcu/scripts/run_two_machine.py","python_bcu/scripts/run_two_machine.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","1649","46","b2e5fc715e70ef51b3ed545b4b28db155bc5e3f9c7d1ab78f18d1ed59fe40fd5","2026-09-01T13:08:16.8922033Z"
"python_bcu/tests/smoke_test.py","python_bcu/tests/smoke_test.py","python_bcu","34ecbf974bbe27cf63d9ec45e39626b5e49b6f2c","dirty:?? results/","1590","47","74c3f0c7eb8d4328ffbbfe3652c840bc1138b785c05c3edcb1824413f24bea42","2026-09-01T13:08:16.8922033Z"
